Item Product Group Code,Style,Item No_,Season Code,Item Description,Variant Color,Variant Code,Item Barcode,Selling Price,999.0,100.0,103.0,105.0,106.0,108.0,109.0,113.0,114.0,116.0,117.0,201.0,251.0,301.0,302.0,401.0,501.0,551.0,TRUCK,Grand Total,total_quantity,total_value,days_of_inventory,tier,reorder_threshold
10-10-10,KATHANI,102609,FA26,KATHANI - LEATHER COAT W/ 3 BUTTON & SLIM COLLAR,BLACK,990.XL.,0135729109673,499.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5,3.0,1497.0,30,making_progress,200
20-10-20,FRANK,102650,FA25,FRANK - BLAZER STYLE JACKET,BLACK,990.2XL,0135729110008,499.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,3.0,1497.0,30,making_progress,200
10-10-10,GRACIE,102627,FA25,GRACIE - LEATHER COAT WITH HOOD,BLACK,990.3XS.,0135729109603,499.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,3.0,1497.0,30,making_progress,200
10-10-10,GRACIE,102627,FA25,GRACIE - LEATHER COAT WITH HOOD,BLACK,990.S.,0135729109606,499.0,31.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,35,3.0,1497.0,30,making_progress,200
10-10-10,GRACIE,102627,FA25,GRACIE - LEATHER COAT WITH HOOD,BLACK,990.2XS.,0135729109604,499.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,3.0,1497.0,30,making_progress,200
10-20-10,DIANA,102463,SP25,DIANA - BLAZER W/ CHANEL COLLARLESS & SNAP FRONT,BLACK,990.L,0135729107966,299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0,5,5.0,1495.0,30,making_progress,200
10-20-40,DANA,102121,KI00,DANA - LEATHER PANTS WITH KNIT FABRIC PACK PANELS,BLACK,990.14,0135729104847,249.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,6,6.0,1494.0,30,making_progress,200
20-20-10,BERNARD,100802,FA26,BERNARD - CLEAN BLAZER W/ TWO BUTTONS,BLACK,990.M,9135729102054,497.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,3,3.0,1491.0,30,making_progress,200
20-20-10,BERNARD,100802,FA26,BERNARD - CLEAN BLAZER W/ TWO BUTTONS,BLACK,990.3XL,0135729104172,497.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,3,3.0,1491.0,30,making_progress,200
10-20-30,LORNA,101948,FA25,LORNA - CLASSIC PENCIL SKIRT W/FRONT & BACK SEAMS,SAND,116.00.,0135729110666,297.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,5,5.0,1485.0,30,making_progress,200
10-20-30,LORNA,101948,FA25,LORNA - CLASSIC PENCIL SKIRT W/FRONT & BACK SEAMS,BROWN,870.10,0135729108795,297.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,5,5.0,1485.0,30,making_progress,200
10-20-30,LORNA,101948,FA25,LORNA - CLASSIC PENCIL SKIRT W/FRONT & BACK SEAMS,BRITISH TAN,72300,0135729103261,297.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,6,5.0,1485.0,30,making_progress,200
20-30-60,KELVIN,102105,KI00,KELVIN - CLASSIC LEATHER BELT W/SQUARE BUCKLE,NAVY,470.38,0135729104650,57.0,11.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,0,37,26.0,1482.0,30,making_progress,200
20-30-20,DOMINIC BI-FOLD WALLET,102623,FA25,DOMINIC - BI-FOLD WALLET W/ ZIP AROUND,BROWN,870.NS.,0135729109753,39.0,0.0,8.0,4.0,0.0,3.0,0.0,0.0,3.0,2.0,3.0,0.0,3.0,4.0,0.0,2.0,0.0,4.0,2.0,0,38,38.0,1482.0,30,making_progress,200
20-30-60,KELVIN,102105,KI00,KELVIN - CLASSIC LEATHER BELT W/SQUARE BUCKLE,BLACK,990.46,0135729104698,57.0,10.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,36,26.0,1482.0,30,making_progress,200
20-30-60,KELVIN,102105,KI00,KELVIN - CLASSIC LEATHER BELT W/SQUARE BUCKLE,BLACK,990.40,0135729104695,57.0,5.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,32,26.0,1482.0,30,making_progress,200
10-30-20,CHENAH COIN PURSE,102400,FA25,CHENAH- COIN PURSE W/2 ZIP COMPARTMENTS,BLACK,990.NS,0135729107446,29.0,0.0,0.0,5.0,2.0,8.0,0.0,0.0,5.0,2.0,5.0,0.0,6.0,0.0,4.0,8.0,5.0,1.0,0.0,1,52,51.0,1479.0,30,making_progress,200
20-30-60,MATTHEW,102108,KI00,MATTHEW - LEATHER BELT W/BEVELLED EDGE,BLACK,990.48,0135729104765,67.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0,22,22.0,1474.0,30,making_progress,200
20-30-60,ALVARO,102106,KI00,ALVARO - REVERSIBLE LEATHER BELT W/SQUARE BUCKLE,BLACK/BROWN,908.34,0135729104703,77.0,18.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1,38,19.0,1463.0,30,making_progress,200
10-30-30,CHRISSY,102602,KI00,CHRISSY - LEATHER GLOVE W/ RUFFLE CUFF,BLACK,990.XL.,0135729109521,97.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1,18,15.0,1455.0,30,making_progress,200
20-30-20,DOMINIC BI-FOLD WALLET,102623,FA25,DOMINIC - BI-FOLD WALLET W/ ZIP AROUND,BLACK,990.NS.,0135729109754,39.0,0.0,5.0,1.0,1.0,5.0,0.0,0.0,4.0,6.0,3.0,0.0,3.0,1.0,0.0,4.0,0.0,3.0,1.0,0,37,37.0,1443.0,30,making_progress,200
10-10-10,RUE,102273,FA25,RUE - PUFFER COAT W/ BELT & DANIER FUR COLLAR,BLACK,990.3XS,0135729106250,479.99,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,3.0,1439.97,30,making_progress,200
10-10-10,RUE,102273,FA25,RUE - PUFFER COAT W/ BELT & DANIER FUR COLLAR,BLACK,990.S,0135729106253,479.99,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,3.0,1439.97,30,making_progress,200
10-10-10,RUE,102273,FA25,RUE - PUFFER COAT W/ BELT & DANIER FUR COLLAR,BLACK,990.2XL,0135729106257,479.99,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,3.0,1439.97,30,making_progress,200
10-20-10,FAWN,102696,SP25,FAWN - CLASSIC SUIT BLAZER,WHITE,100.XL.,0135729110416,119.99,4.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0,16,12.0,1439.8799999999999,30,making_progress,200
10-20-70,ALEYNA,102700,SP25,ALEYNA - SUITING DRESS W/ SCOOP NECK,BLACK,990.08.,0135729110494,89.99,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0,16,16.0,1439.84,30,making_progress,200
10-30-20,CELINA PHONE WALLET/CROSSBODY,101919,FA25,CELINA - CROSSBODY PHONE WALLET W/SLOTS,MINERAL BLUE,413NS,0135729104111,79.99,0.0,6.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0,18,18.0,1439.82,30,making_progress,200
20-10-10,ROSCOE,102689,SP25,ROSCOE - FABRIC TRENCH COAT,KHAKI,330.XS.,0135729110313,129.99,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,11,11.0,1429.89,30,making_progress,200
20-30-60,KELVIN,102105,KI00,KELVIN - CLASSIC LEATHER BELT W/SQUARE BUCKLE,GREY,930.30,0135729104679,57.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0,27,25.0,1425.0,30,making_progress,200
20-30-60,KELVIN,102105,KI00,KELVIN - CLASSIC LEATHER BELT W/SQUARE BUCKLE,GREY,930.40,0135729104684,57.0,40.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,2,67,25.0,1425.0,30,making_progress,200
10-30-20,CELINA MEDIUM BI-FOLD WALLET,101920,FA25,CELINA - MED BI-FOLD WALLET W/SLIP POCKETS,OYSTER,929.NS,0135729105951,79.0,0.0,10.0,0.0,0.0,4.0,0.0,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,-2.0,0.0,0,18,18.0,1422.0,30,making_progress,200
10-30-20,KEYSI WALLET/CARDHOLDER,102598,FA25,KEYSI - BI-FOLD WALLET/CARDHOLDER W/TAB CLOSURE,MAGENTA/MULTI,547.NS.,0135729109303,49.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,4.0,0.0,3.0,0.0,2.0,0,29,29.0,1421.0,30,making_progress,200
20-30-60,MATTHEW,102108,KI00,MATTHEW - LEATHER BELT W/BEVELLED EDGE,SADDLE,853.42,0135729104740,67.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,1,22,21.0,1407.0,30,making_progress,200
20-30-60,MATTHEW,102108,KI00,MATTHEW - LEATHER BELT W/BEVELLED EDGE,BROWN,870.30,0135729104745,67.0,0.0,5.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0,21,21.0,1407.0,30,making_progress,200
10-30-30,ANDRA,102374,KI00,ANDRA - LEATHER GLOVE W/BASKETWEAVE,BLACK,990.S,0135729107295,117.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7,33,12.0,1404.0,30,making_progress,200
10-10-10,KEDDA,102223,FA25,KEDDA - LONG COAT W/WIDE BACK WAISTBAND,BLACK,990.XS,0135729106797,349.99,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,5,4.0,1399.96,30,making_progress,200
20-10-30,VANCE,102520,FA25,VANCE - BOMBER W/ DETACHABLE HOOD,COGNAC,730.XL,0135729108419,349.99,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,4.0,1399.96,30,making_progress,200
10-10-30,CARMEN,102461,SP24,CARMEN -LEATHER BOMBER W/DENIM INSPIRED & SANP FRT,SHY PINK,531.L,0135729107931,349.99,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,4,4.0,1399.96,30,making_progress,200
10-10-30,CARMEN,102461,SP24,CARMEN -LEATHER BOMBER W/DENIM INSPIRED & SANP FRT,SHY PINK,531.S,0135729107929,349.99,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,4,4.0,1399.96,30,making_progress,200
10-10-30,CARMEN,102461,SP24,CARMEN -LEATHER BOMBER W/DENIM INSPIRED & SANP FRT,SHY PINK,531.2XS,0135729107927,349.99,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,4,4.0,1399.96,30,making_progress,200
20-10-20,ROBB,102271,FA25,ROBB - BUTTON TRENCH JACKET W/ZIP-OUT VEST & BELT,WHISKEY,733.S,0135729106267,279.99,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,5,5.0,1399.95,30,making_progress,200
20-10-30,EDDIE,102513,FA26,EDDIE - TOUGH BIKER-TRUCKER JACKET,BLACK,990.L,0135729108518,279.99,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,5,5.0,1399.95,30,making_progress,200
20-10-20,ROBB,102271,FA25,ROBB - BUTTON TRENCH JACKET W/ZIP-OUT VEST & BELT,WHISKEY,733.L,0135729106269,279.99,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,6,5.0,1399.95,30,making_progress,200
10-10-30,ANGE,102454,SP24,ANGE - LEATHER JACKET W/ FRINGE,LATTE,815.XS,0135729107821,199.99,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,7,7.0,1399.93,30,making_progress,200
20-10-30,RALPH,102671,FA25,RALPH - BOMBER W/ SHIRT COLLAR & ZIP FRONT,BLACK,990.2XL.,0135729110196,199.99,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,7.0,1399.93,30,making_progress,200
10-10-10,ALEKSIA,102606,FA25,ALEKSIA - LEATHER/SHEARLING COAT W/ FUNNEL COLLAR,BLACK,990.XS.,0135729109621,699.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,2.0,1398.0,30,making_progress,200
20-10-10,GLEN,102649,FA25,GLEN - LONG LEATHER TRENCH COAT W/ BELT & DB,BLACK,990.S,0135729109998,699.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,2,2.0,1398.0,30,making_progress,200
10-10-10,ALEKSIA,102606,FA25,ALEKSIA - LEATHER/SHEARLING COAT W/ FUNNEL COLLAR,BLACK,990.S.,0135729109622,699.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,2.0,1398.0,30,making_progress,200
20-10-30,OLLIE,102519,SP24,OLLIE - CASUAL JACKET W/SPORT COLLAR & FULL ZIP,BLACK,990.XS,0135729108430,349.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,4,4.0,1396.0,30,making_progress,200
10-10-20,CLARICE,102462,SP25,CLARICE - WRAP W/2-PRONG BELT & FRONT GUNFLAPS,LATTE,815.S,0135729107943,349.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,4,4.0,1396.0,30,making_progress,200
10-10-10,ELENA,102464,SP25,ELENA - LONG JACKET W/ CF ZIPPER & V-NECK,BLACK,990.3XS,0135729108755,349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0,4,4.0,1396.0,30,making_progress,200
20-10-30,ELI,100817,KI00,ELI - CLASSIC BIKER W/ZIP FRONT - COLT,BLACK,990.L,9135729101224,349.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,4,4.0,1396.0,30,making_progress,200
20-10-30,OLLIE,102519,SP24,OLLIE - CASUAL JACKET W/SPORT COLLAR & FULL ZIP,BLACK,990.3XL,0135729108528,349.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,4,4.0,1396.0,30,making_progress,200
10-10-10,ELENA,102464,SP25,ELENA - LONG JACKET W/ CF ZIPPER & V-NECK,SAND,116.S,0135729107971,349.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,4,4.0,1396.0,30,making_progress,200
20-10-30,ELI,100817,KI00,ELI - CLASSIC BIKER W/ZIP FRONT - COLT,BLACK,990.S,9135729101200,349.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,4,4.0,1396.0,30,making_progress,200
10-20-30,ALMA SKIRT,102747,SP25,ALMA SKIRT - MINI PLEATED BONDED SKIRT,BLACK,990.10.,0135729110860,349.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,4,4.0,1396.0,30,making_progress,200
10-10-20,CLARICE,102462,SP25,CLARICE - WRAP W/2-PRONG BELT & FRONT GUNFLAPS,LATTE,815.XS,0135729107942,349.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,4,4.0,1396.0,30,making_progress,200
10-10-20,CLARICE,102462,SP25,CLARICE - WRAP W/2-PRONG BELT & FRONT GUNFLAPS,ELEMENTAL BLUE,414.S,0135729107936,349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0,4,4.0,1396.0,30,making_progress,200
20-10-20,GEORGE,102660,FA25,GEORGE - JACKET W/DETACH FAUX FUR BIB & BUTTON FRT,BLACK,990.M.,0135729110076,349.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,6,4.0,1396.0,30,making_progress,200
10-10-10,ELENA,102464,SP25,ELENA - LONG JACKET W/ CF ZIPPER & V-NECK,BLACK,990.XL,0135729108751,349.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,5,4.0,1396.0,30,making_progress,200
10-10-20,CLARICE,102462,SP25,CLARICE - WRAP W/2-PRONG BELT & FRONT GUNFLAPS,ELEMENTAL BLUE,414.XS,0135729107935,349.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,5,4.0,1396.0,30,making_progress,200
10-20-10,NINA,102472,SP25,NINA - NEW BASIC LIVIA BLAZER,RADIANT RED,633.S,0135729108064,279.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,5.0,1395.0,30,making_progress,200
10-20-10,NINA,102472,SP25,NINA - NEW BASIC LIVIA BLAZER,LATTE,815.XL.,0135729110329,279.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,5,5.0,1395.0,30,making_progress,200
20-30-10,DREW DUFFEL BAG,102352,SP25,DREW - DUFFEL BAG W/FRONT ZIP POCKET,BROWN,870.NS,0135729107044,199.0,0.0,0.0,-1.0,0.0,-1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1,8,7.0,1393.0,30,making_progress,200
10-30-10,LEANNA SHOULDER BAG,102640,FA25,LEANNA - QUILTED SHOULDER BAG W/METAL CHAIN,GOLD LIZARD,222.NS,0135729109873,199.0,22.0,5.0,0.0,0.0,0.0,0.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,53,7.0,1393.0,30,making_progress,200
10-20-30,LENNI,102233,FA25,"LENNI - 14"" MINI SKIRT W/OVER THE KNEE SLIT",BROWN,870.04,0135729108784,199.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1,8,7.0,1393.0,30,making_progress,200
10-30-60,YANNA,102406,KI00,YANNA - LEATHER BELT WITH OVAL BUCKLE,BLACK/GOLD,953.26,0135729107540,87.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,16,16.0,1392.0,30,making_progress,200
10-30-60,YANNA,102406,KI00,YANNA - LEATHER BELT WITH OVAL BUCKLE,BLACK/GOLD,953.32,0135729107543,87.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,16,16.0,1392.0,30,making_progress,200
20-30-60,ALVARO,102106,KI00,ALVARO - REVERSIBLE LEATHER BELT W/SQUARE BUCKLE,BLACK/BROWN,908.36,0135729104704,77.0,11.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,30,18.0,1386.0,30,making_progress,200
10-30-60,SILA,102408,KI00,SILA - LEATHER BELT WITH CIRCLE BUCKLE,SADDLE,853.40,0135729107494,77.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,18,18.0,1386.0,30,making_progress,200
10-30-30,MYLANA,102001,KI00,MYLANA - GLOVE W/ LOOPED RUFFLE,BLACK,990M,0135729103684,77.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0,20,18.0,1386.0,30,making_progress,200
10-10-10,EVELYN,102558,FA25,EVELYN - SB WOOL COAT W/FUNNEL COLLAR & BELT,BROWN,870.2XL.,0135729109217,229.99,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,6,6.0,1379.94,30,making_progress,200
10-10-10,BRENNA,101760,KI00,"BRENNA - WOOL COAT W/STAND COLLAR, BTN & FRT BELT",BLACK,990.2XL,0135729105851,229.99,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,6.0,1379.94,30,making_progress,200
10-10-30,SHYLA,101638,FA25,SHYLA - BIKER BOMBER WITH REMOVABLE FUR COLLAR,BLACK,990.2XS,0135729100923,229.99,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,8,6.0,1379.94,30,making_progress,200
10-10-10,EVELYN,102558,FA25,EVELYN - SB WOOL COAT W/FUNNEL COLLAR & BELT,OATMEAL,160.2XL.,0135729109209,229.99,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,6,6.0,1379.94,30,making_progress,200
20-30-20,DAE,102394,FA25,DAE - BI-FOLD WALLET W/CONTRAST PANEL,BLACK,990.NS,0135729107207,29.99,0.0,0.0,2.0,1.0,5.0,1.0,1.0,0.0,5.0,8.0,5.0,5.0,3.0,2.0,1.0,0.0,3.0,4.0,6,52,46.0,1379.54,30,making_progress,200
10-10-20,YANI,102229,FA24,YANI - JACKET W/ ZIP FRONT & RAGLAN SLEEVES,BLACK,990.2XS,0135729106218,229.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,6.0,1374.0,30,making_progress,200
10-20-70,LAUREL,102467,SP25,LAUREL - V-NECK DRESS,CARAMEL,710.10,0135729108016,229.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,6,6.0,1374.0,30,making_progress,200
20-30-60,KELVIN,102105,KI00,KELVIN - CLASSIC LEATHER BELT W/SQUARE BUCKLE,GREY,930.42,0135729104685,57.0,17.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1,42,24.0,1368.0,30,making_progress,200
20-30-20,KAZ,102405,FA24,KAZ - BI-FOLD CARDHOLDER W/VERT & HORI. SLOTS,BLACK,990.NS,0135729107550,57.0,0.0,2.0,4.0,1.0,0.0,1.0,0.0,5.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0,24,24.0,1368.0,30,making_progress,200
10-30-20,DAPHNE CARDHOLDER,101911,FA25,DAPHNE - LONG CARDHOLDER W/TAB CLOSURE,HUNTER GREEN,360.NS,0135729105955,68.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,2.0,4.0,1.0,0.0,0,20,20.0,1360.0,30,making_progress,200
10-10-10,ALYSON,102141,SP24,"ALYSON - COAT W/BONDED LEATHER, BELT & FLY-FRONT",LATTE,815.M,0135729107632,339.99,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,4,4.0,1359.96,30,making_progress,200
10-10-30,ELIZIE,102637,SP25,ELIZIE - SLIM-FIT BOMBER W/ASYMMETRIC FRONT,LILAC,555.S.,0135729109893,169.99,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,9,8.0,1359.92,30,making_progress,200
