Item Product Group Code,Style,Item No_,Season Code,Item Description,Variant Color,Variant Code,Item Barcode,Selling Price,Location Code,100.0,103.0,105.0,106.0,108.0,109.0,113.0,114.0,116.0,117.0,201.0,251.0,301.0,302.0,401.0,501.0,551.0,TRUCK,Grand Total,total_quantity,total_value,tier,reorder_quantity,tier_description
86-76-74,ALYSON,222415,FA26,ALYSON - WOMEN'S LEATHER JACKETS IN BLACK,BLACK,990.M,6608281826717,758.49,92,92.0,27.0,21.0,44.0,44.0,19.0,10.0,11.0,6.0,16.0,5.0,20.0,16.0,19.0,2.0,23.0,12.0,0,387,387,293535.63,best_sellers,660,Top 10% performers - High demand items
78-23-39,MONACO,122199,FA25,MONACO - WOMEN'S LEATHER JACKETS IN EGGPLANT,EGGPLANT,730.M,4921765039578,681.07,80,80.0,99.0,11.0,28.0,41.0,33.0,11.0,20.0,7.0,17.0,18.0,2.0,23.0,2.0,8.0,15.0,8.0,1,423,423,288092.61000000004,best_sellers,660,Top 10% performers - High demand items
82-53-52,ALYSON,473323,SP25,ALYSON - WOMEN'S LEATHER JACKETS IN MINK,MINK,918.NS,5299983316094,759.73,87,87.0,81.0,7.0,39.0,16.0,29.0,9.0,2.0,12.0,14.0,10.0,2.0,10.0,9.0,18.0,16.0,18.0,4,379,379,287937.67,best_sellers,660,Top 10% performers - High demand items
69-41-57,MONACO,232746,FA24,MONACO - WOMEN'S LEATHER JACKETS IN CAMEL,CAMEL,549.M,2999801290875,783.01,86,86.0,18.0,25.0,3.0,32.0,28.0,23.0,13.0,21.0,11.0,1.0,25.0,20.0,20.0,14.0,6.0,19.0,2,365,365,285798.65,best_sellers,660,Top 10% performers - High demand items
81-48-65,ALEKSIA,558401,SP24,ALEKSIA - WOMEN'S LEATHER JACKETS IN RED,RED,549.2XL,6795936718670,699.41,92,92.0,85.0,12.0,33.0,11.0,4.0,15.0,25.0,18.0,25.0,20.0,3.0,10.0,23.0,17.0,7.0,8.0,4,408,408,285359.27999999997,best_sellers,660,Top 10% performers - High demand items
33-55-73,AERYN,339377,SP24,AERYN - WOMEN'S LEATHER JACKETS IN SAND,SAND,549.2XS,2880549265546,657.1,87,87.0,76.0,11.0,34.0,42.0,43.0,7.0,18.0,25.0,25.0,17.0,10.0,13.0,3.0,6.0,2.0,13.0,4,432,432,283867.2,best_sellers,660,Top 10% performers - High demand items
97-44-89,ALEKSIA,591865,ALL SEASON,ALEKSIA - WOMEN'S LEATHER JACKETS IN SKY BLUE,SKY BLUE,990.M,2293912662272,715.16,56,56.0,43.0,14.0,45.0,36.0,23.0,22.0,9.0,23.0,7.0,19.0,5.0,20.0,25.0,6.0,24.0,16.0,0,393,393,281057.88,best_sellers,660,Top 10% performers - High demand items
36-20-31,AERYN,908237,ALL SEASON,AERYN - WOMEN'S LEATHER JACKETS IN CAMEL,CAMEL,990.L,3531161667002,688.85,88,88.0,63.0,48.0,11.0,0.0,32.0,18.0,13.0,6.0,5.0,18.0,0.0,19.0,21.0,20.0,25.0,13.0,4,400,400,275540.0,best_sellers,660,Top 10% performers - High demand items
33-67-21,AERYN,268401,ALL SEASON,AERYN - WOMEN'S LEATHER JACKETS IN BRITISH TAN,BRITISH TAN,730.XL,3247495996691,734.41,55,55.0,78.0,49.0,2.0,15.0,26.0,15.0,10.0,11.0,13.0,20.0,2.0,23.0,5.0,16.0,10.0,21.0,1,371,371,272466.11,best_sellers,660,Top 10% performers - High demand items
41-74-68,AERYN,525934,SP24,AERYN - WOMEN'S LEATHER JACKETS IN BLACK,BLACK,549.M,6475398419332,722.89,56,56.0,96.0,24.0,19.0,12.0,21.0,14.0,10.0,23.0,13.0,10.0,21.0,14.0,16.0,21.0,1.0,4.0,5,375,375,271083.75,best_sellers,660,Top 10% performers - High demand items
32-71-81,ALEKSIA,958789,KI00,ALEKSIA - WOMEN'S LEATHER JACKETS IN CHESTNUT,CHESTNUT,549.L,6168079467105,671.35,99,99.0,52.0,40.0,2.0,35.0,38.0,18.0,17.0,18.0,12.0,5.0,18.0,3.0,21.0,10.0,7.0,8.0,1,403,403,270554.05,best_sellers,660,Top 10% performers - High demand items
11-22-80,AERYN,738277,FA25,AERYN - WOMEN'S LEATHER JACKETS IN LATTE,LATTE,660.NS,5460551028485,774.3,67,67.0,32.0,2.0,8.0,38.0,27.0,10.0,21.0,19.0,19.0,11.0,7.0,13.0,11.0,15.0,25.0,23.0,5,348,348,269456.39999999997,best_sellers,660,Top 10% performers - High demand items
38-83-80,BRETTA,593836,ALL SEASON,BRETTA - WOMEN'S COATS IN RADIANT RED,RADIANT RED,990.NS,8930069503207,578.04,87,87.0,79.0,49.0,37.0,39.0,7.0,21.0,21.0,11.0,22.0,5.0,5.0,15.0,13.0,22.0,7.0,22.0,0,462,462,267054.48,best_sellers,616,Top 10% performers - High demand items
24-69-64,MONACO,219417,FA25,MONACO - WOMEN'S LEATHER JACKETS IN TEAL,TEAL,440NS,6658754434841,638.41,58,58.0,93.0,34.0,41.0,25.0,19.0,19.0,8.0,10.0,12.0,22.0,14.0,3.0,15.0,6.0,20.0,16.0,2,415,415,264940.14999999997,best_sellers,660,Top 10% performers - High demand items
54-32-83,AERYN,293356,FA26,AERYN - WOMEN'S LEATHER JACKETS IN RED,RED,730.2XS,8702854866860,733.35,96,96.0,69.0,35.0,21.0,0.0,39.0,14.0,14.0,2.0,9.0,22.0,6.0,5.0,0.0,13.0,4.0,10.0,2,359,359,263272.65,best_sellers,660,Top 10% performers - High demand items
91-20-40,BRENNA,696796,ALL SEASON,BRENNA - WOMEN'S COATS IN ELEMENTAL BLUE,ELEMENTAL BLUE,918.NS,4591441619874,570.83,98,98.0,86.0,13.0,17.0,18.0,46.0,10.0,25.0,17.0,20.0,21.0,22.0,14.0,8.0,22.0,3.0,20.0,1,460,460,262581.80000000005,best_sellers,616,Top 10% performers - High demand items
60-76-88,ALEKSIA,282822,FA26,ALEKSIA - WOMEN'S LEATHER JACKETS IN CARAMEL,CARAMEL,730.XS,7088327048717,756.26,39,39.0,66.0,13.0,12.0,16.0,29.0,23.0,6.0,10.0,23.0,19.0,18.0,25.0,11.0,22.0,11.0,4.0,5,347,347,262422.22,best_sellers,660,Top 10% performers - High demand items
77-98-17,ALEKSIA,630636,ALL SEASON,ALEKSIA - WOMEN'S LEATHER JACKETS IN TAUPE,TAUPE,549.S,3416307813319,658.59,83,83.0,34.0,49.0,0.0,34.0,22.0,11.0,19.0,4.0,20.0,21.0,21.0,11.0,18.0,22.0,3.0,21.0,0,393,393,258825.87000000002,best_sellers,660,Top 10% performers - High demand items
19-92-83,AERYN,812520,FA25,AERYN - WOMEN'S LEATHER JACKETS IN BORDEAUX,BORDEAUX,549.2XL,4067473954344,730.47,7,7.0,64.0,38.0,11.0,42.0,45.0,18.0,22.0,23.0,23.0,0.0,4.0,16.0,17.0,8.0,10.0,6.0,2,354,354,258586.38,best_sellers,660,Top 10% performers - High demand items
34-19-24,ALEKSIA,662670,SP25,ALEKSIA - WOMEN'S LEATHER JACKETS IN CARAMEL,CARAMEL,549.2XS,6379912489982,738.76,54,54.0,56.0,23.0,15.0,42.0,18.0,11.0,15.0,1.0,24.0,7.0,14.0,18.0,19.0,9.0,6.0,18.0,0,350,350,258566.0,best_sellers,660,Top 10% performers - High demand items
30-23-80,ALYSON,832724,FA24,ALYSON - WOMEN'S LEATHER JACKETS IN LIGHT GREY,LIGHT GREY,990.L,2183278269814,542.41,58,58.0,67.0,40.0,49.0,48.0,31.0,18.0,16.0,21.0,13.0,17.0,9.0,17.0,7.0,22.0,25.0,18.0,1,476,476,258187.15999999997,best_sellers,660,Top 10% performers - High demand items
88-40-14,ALYSON,770333,FA26,ALYSON - WOMEN'S LEATHER JACKETS IN BORDEAUX,BORDEAUX,549.2XS,8843000908316,769.41,21,21.0,31.0,44.0,47.0,8.0,49.0,22.0,3.0,14.0,24.0,1.0,5.0,14.0,4.0,11.0,15.0,22.0,0,335,335,257752.34999999998,best_sellers,660,Top 10% performers - High demand items
97-67-85,AERYN,771934,SP24,AERYN - WOMEN'S LEATHER JACKETS IN MINK,MINK,549.L,7045864953820,653.26,54,54.0,44.0,45.0,37.0,17.0,39.0,1.0,14.0,19.0,1.0,21.0,23.0,22.0,2.0,17.0,18.0,20.0,4,394,394,257384.44,best_sellers,660,Top 10% performers - High demand items
39-57-23,MONACO,746529,SP24,MONACO - WOMEN'S LEATHER JACKETS IN LATTE,LATTE,549.L,1016459177397,775.71,22,22.0,71.0,4.0,15.0,43.0,34.0,2.0,20.0,25.0,20.0,2.0,15.0,23.0,5.0,11.0,12.0,7.0,4,331,331,256760.01,best_sellers,660,Top 10% performers - High demand items
92-68-68,AERYN,851282,SP25,AERYN - WOMEN'S LEATHER JACKETS IN DARK NAVY,DARK NAVY,990.S,2125795930342,752.86,69,69.0,2.0,36.0,39.0,50.0,48.0,3.0,3.0,2.0,21.0,15.0,2.0,11.0,2.0,22.0,4.0,12.0,4,341,341,256725.26,best_sellers,660,Top 10% performers - High demand items
39-10-20,ANNIKA,407397,FA25,ANNIKA - WOMEN'S COATS IN DUSK,DUSK,549.2XL,5216471834992,571.25,57,57.0,95.0,48.0,36.0,44.0,23.0,12.0,15.0,25.0,5.0,4.0,23.0,7.0,10.0,0.0,21.0,22.0,4,447,447,255348.75,best_sellers,616,Top 10% performers - High demand items
81-15-41,ALIE,889297,SP24,ALIE - WOMEN'S COATS IN CARAMEL,CARAMEL,730.L,8956830801568,570.83,72,72.0,83.0,44.0,23.0,35.0,46.0,14.0,5.0,15.0,3.0,18.0,25.0,4.0,11.0,9.0,17.0,18.0,0,442,442,252306.86000000002,best_sellers,616,Top 10% performers - High demand items
63-94-50,AERYN,432495,KI00,AERYN - WOMEN'S LEATHER JACKETS IN RADIANT RED,RADIANT RED,847.NS,9199109563642,587.02,62,62.0,62.0,41.0,30.0,50.0,18.0,4.0,7.0,7.0,15.0,20.0,21.0,14.0,19.0,18.0,18.0,22.0,1,428,428,251244.56,best_sellers,660,Top 10% performers - High demand items
81-98-64,ALYSON,386324,FA26,ALYSON - WOMEN'S LEATHER JACKETS IN LIGHT GREY,LIGHT GREY,549.XS,2519835900899,600.39,56,56.0,91.0,49.0,32.0,12.0,36.0,4.0,2.0,21.0,12.0,12.0,25.0,25.0,5.0,1.0,13.0,20.0,0,416,416,249762.24,best_sellers,660,Top 10% performers - High demand items
85-22-32,AERYN,478118,SP25,AERYN - WOMEN'S LEATHER JACKETS IN EGGPLANT,EGGPLANT,440NS,3262961279784,798.67,65,65.0,2.0,48.0,16.0,28.0,50.0,8.0,23.0,2.0,12.0,21.0,5.0,20.0,1.0,0.0,5.0,5.0,0,311,311,248386.37,best_sellers,660,Top 10% performers - High demand items
64-26-23,AERYN,715470,KI00,AERYN - WOMEN'S LEATHER JACKETS IN DARK TAUPE,DARK TAUPE,990.XS,1888547494529,674.39,53,53.0,67.0,15.0,45.0,38.0,37.0,9.0,20.0,6.0,14.0,25.0,5.0,0.0,21.0,8.0,0.0,2.0,5,365,365,246152.35,best_sellers,660,Top 10% performers - High demand items
71-47-30,ALEKSIA,172767,SP25,ALEKSIA - WOMEN'S LEATHER JACKETS IN ELEMENTAL BLUE,ELEMENTAL BLUE,990.M,1892854994333,690.87,84,84.0,5.0,4.0,44.0,43.0,46.0,20.0,12.0,23.0,6.0,2.0,6.0,21.0,7.0,2.0,18.0,12.0,3,355,355,245258.85,best_sellers,660,Top 10% performers - High demand items
40-18-95,AERYN,253880,FA26,AERYN - WOMEN'S LEATHER JACKETS IN SAGE,SAGE,730.S,9281394524688,692.4,86,86.0,19.0,40.0,6.0,17.0,50.0,5.0,8.0,17.0,13.0,12.0,10.0,12.0,17.0,7.0,22.0,13.0,3,354,354,245109.6,best_sellers,660,Top 10% performers - High demand items
63-67-42,AERYN,217178,SP25,AERYN - WOMEN'S LEATHER JACKETS IN SAGE,SAGE,549.2XS,3794792940894,737.28,55,55.0,24.0,25.0,44.0,29.0,17.0,22.0,7.0,2.0,1.0,16.0,3.0,6.0,18.0,22.0,19.0,21.0,4,331,331,244039.68,best_sellers,660,Top 10% performers - High demand items
85-91-39,MONACO,717194,KI00,MONACO - WOMEN'S LEATHER JACKETS IN ELEMENTAL BLUE,ELEMENTAL BLUE,660.NS,8270172205949,772.5,38,38.0,60.0,7.0,20.0,22.0,48.0,23.0,2.0,12.0,17.0,17.0,0.0,12.0,5.0,10.0,19.0,3.0,4,315,315,243337.5,best_sellers,660,Top 10% performers - High demand items
74-17-35,MONACO,593866,FA26,MONACO - WOMEN'S LEATHER JACKETS IN LIGHT GREY,LIGHT GREY,730.NS,6102530427352,626.85,75,75.0,62.0,35.0,27.0,37.0,27.0,4.0,17.0,1.0,6.0,22.0,16.0,2.0,17.0,13.0,12.0,12.0,5,385,385,241337.25,best_sellers,660,Top 10% performers - High demand items
83-19-96,ALYSON,813676,KI00,ALYSON - WOMEN'S LEATHER JACKETS IN ELEMENTAL BLUE,ELEMENTAL BLUE,730.XL,2452368563056,680.88,22,22.0,77.0,26.0,10.0,16.0,45.0,15.0,15.0,6.0,6.0,9.0,21.0,22.0,24.0,16.0,8.0,16.0,2,354,354,241031.52,best_sellers,660,Top 10% performers - High demand items
94-84-68,ALEKSIA,762365,ALL SEASON,ALEKSIA - WOMEN'S LEATHER JACKETS IN DARK TAUPE,DARK TAUPE,549.XS,1581824313341,680.61,51,51.0,78.0,5.0,35.0,39.0,18.0,15.0,3.0,10.0,22.0,8.0,14.0,0.0,11.0,7.0,13.0,23.0,3,352,352,239574.72,best_sellers,660,Top 10% performers - High demand items
76-26-64,ALYSON,621062,SP25,ALYSON - WOMEN'S LEATHER JACKETS IN LATTE,LATTE,549.S,5420508469589,614.53,22,22.0,97.0,11.0,37.0,47.0,45.0,6.0,11.0,14.0,0.0,12.0,15.0,17.0,2.0,4.0,24.0,23.0,1,387,387,237823.11,best_sellers,660,Top 10% performers - High demand items
31-29-52,ALYSON,453949,ALL SEASON,ALYSON - WOMEN'S LEATHER JACKETS IN BLACK,BLACK,990.XS,4225626357155,594.04,91,91.0,69.0,36.0,35.0,36.0,13.0,5.0,20.0,20.0,22.0,1.0,0.0,9.0,19.0,3.0,8.0,10.0,5,397,397,235833.87999999998,best_sellers,660,Top 10% performers - High demand items
64-21-79,AERYN,762650,SP24,AERYN - WOMEN'S LEATHER JACKETS IN SAGE,SAGE,730.M,9706702586827,668.57,46,46.0,62.0,36.0,48.0,1.0,20.0,13.0,22.0,5.0,13.0,18.0,23.0,6.0,23.0,15.0,0.0,1.0,5,352,352,235336.64,best_sellers,660,Top 10% performers - High demand items
93-47-48,AERYN,251512,FA25,AERYN - WOMEN'S LEATHER JACKETS IN EGGPLANT,EGGPLANT,549.XL,6011578107621,658.47,99,99.0,81.0,1.0,33.0,38.0,13.0,21.0,9.0,2.0,7.0,4.0,9.0,2.0,25.0,6.0,5.0,0.0,2,355,355,233756.85,best_sellers,660,Top 10% performers - High demand items
33-42-24,ALEKSIA,675155,FA24,ALEKSIA - WOMEN'S LEATHER JACKETS IN TEAL,TEAL,990.2XL,2749789959577,582.91,93,93.0,20.0,20.0,23.0,26.0,47.0,12.0,24.0,15.0,14.0,13.0,0.0,9.0,23.0,19.0,21.0,22.0,3,401,401,233746.90999999997,best_sellers,660,Top 10% performers - High demand items
67-82-99,MONACO,518942,SP25,MONACO - WOMEN'S LEATHER JACKETS IN RED,RED,730.M,4248728889677,768.44,46,46.0,65.0,22.0,3.0,30.0,3.0,6.0,10.0,7.0,23.0,5.0,19.0,24.0,5.0,13.0,13.0,10.0,1,304,304,233605.76,best_sellers,660,Top 10% performers - High demand items
99-26-54,ALYSON,482343,FA24,ALYSON - WOMEN'S LEATHER JACKETS IN ELEMENTAL BLUE,ELEMENTAL BLUE,620.NS,5526333308607,548.04,92,92.0,76.0,27.0,25.0,22.0,33.0,15.0,20.0,0.0,20.0,11.0,23.0,5.0,24.0,7.0,2.0,23.0,5,425,425,232916.99999999997,best_sellers,660,Top 10% performers - High demand items
68-73-69,MONACO,307586,FA26,MONACO - WOMEN'S LEATHER JACKETS IN EGGPLANT,EGGPLANT,990.2XL,9711544693754,681.91,9,9.0,83.0,27.0,22.0,19.0,38.0,18.0,23.0,15.0,11.0,11.0,8.0,16.0,13.0,10.0,10.0,7.0,0,340,340,231849.4,best_sellers,660,Top 10% performers - High demand items
18-41-78,ALEKSIA,865757,FA24,ALEKSIA - WOMEN'S LEATHER JACKETS IN SAGE,SAGE,990.2XL,2818447039720,742.31,77,77.0,29.0,12.0,35.0,6.0,1.0,10.0,19.0,25.0,17.0,20.0,5.0,0.0,8.0,24.0,11.0,13.0,1,312,312,231600.71999999997,best_sellers,660,Top 10% performers - High demand items
89-59-21,AZARIA,842718,SP25,AZARIA - WOMEN'S COATS IN BLACK,BLACK,990.XL,1119156729272,560.39,87,87.0,84.0,17.0,43.0,49.0,7.0,17.0,19.0,15.0,1.0,12.0,8.0,5.0,7.0,17.0,16.0,9.0,0,413,413,231441.07,best_sellers,616,Top 10% performers - High demand items
89-90-33,AERYN,491121,ALL SEASON,AERYN - WOMEN'S LEATHER JACKETS IN SAGE,SAGE,730.2XS,5113618568115,587.61,55,55.0,72.0,32.0,20.0,44.0,46.0,7.0,23.0,21.0,8.0,10.0,16.0,10.0,4.0,3.0,6.0,15.0,2,392,392,230343.12,best_sellers,660,Top 10% performers - High demand items
34-42-29,MONACO,234599,FA24,MONACO - WOMEN'S LEATHER JACKETS IN TAUPE,TAUPE,730.NS,5794190042180,657.03,26,26.0,63.0,34.0,36.0,29.0,10.0,7.0,17.0,8.0,22.0,4.0,13.0,24.0,18.0,7.0,16.0,16.0,3,350,350,229960.5,best_sellers,660,Top 10% performers - High demand items
40-96-86,AERYN,782070,SP25,AERYN - WOMEN'S LEATHER JACKETS IN TAUPE,TAUPE,990.2XL,2454768956848,692.08,23,23.0,31.0,21.0,20.0,34.0,34.0,15.0,24.0,20.0,6.0,22.0,25.0,24.0,3.0,9.0,8.0,13.0,4,332,332,229770.56000000003,best_sellers,660,Top 10% performers - High demand items
40-63-88,AERYN,911518,FA24,AERYN - WOMEN'S LEATHER JACKETS IN LIGHT GREY,LIGHT GREY,990.S,4399845166978,640.91,3,3.0,78.0,48.0,18.0,26.0,35.0,8.0,9.0,18.0,19.0,11.0,19.0,13.0,16.0,14.0,16.0,7.0,0,358,358,229445.78,best_sellers,660,Top 10% performers - High demand items
31-33-67,ALEKSIA,536297,ALL SEASON,ALEKSIA - WOMEN'S LEATHER JACKETS IN BRITISH TAN,BRITISH TAN,990.XS,6163104341177,676.5,11,11.0,89.0,40.0,39.0,46.0,13.0,20.0,8.0,1.0,9.0,3.0,15.0,18.0,6.0,5.0,4.0,12.0,1,339,339,229333.5,best_sellers,660,Top 10% performers - High demand items
71-98-90,AERYN,924542,FA24,AERYN - WOMEN'S LEATHER JACKETS IN RADIANT RED,RADIANT RED,730.XS,2003395234817,634.35,71,71.0,60.0,13.0,9.0,34.0,43.0,9.0,16.0,4.0,18.0,19.0,7.0,12.0,3.0,6.0,15.0,21.0,1,360,360,228366.0,best_sellers,660,Top 10% performers - High demand items
99-21-91,ALYSON,944611,KI00,ALYSON - WOMEN'S LEATHER JACKETS IN EGGPLANT,EGGPLANT,549.L,6934755408566,743.71,45,45.0,19.0,25.0,7.0,5.0,30.0,21.0,19.0,21.0,17.0,23.0,6.0,8.0,6.0,22.0,15.0,18.0,5,307,307,228318.97,best_sellers,660,Top 10% performers - High demand items
64-22-43,ALEKSIA,122907,FA25,ALEKSIA - WOMEN'S LEATHER JACKETS IN BRITISH TAN,BRITISH TAN,990.NS,3214599528745,735.11,34,34.0,37.0,21.0,29.0,17.0,34.0,17.0,25.0,0.0,25.0,4.0,16.0,21.0,2.0,0.0,12.0,16.0,1,310,310,227884.1,best_sellers,660,Top 10% performers - High demand items
60-23-52,ALEKSIA,361208,KI00,ALEKSIA - WOMEN'S LEATHER JACKETS IN DARK NAVY,DARK NAVY,990.XS,8557498181989,677.9,18,18.0,80.0,6.0,11.0,21.0,33.0,22.0,11.0,14.0,11.0,2.0,10.0,17.0,16.0,21.0,21.0,20.0,4,334,334,226418.6,best_sellers,660,Top 10% performers - High demand items
58-75-59,ALEKSIA,724873,FA25,ALEKSIA - WOMEN'S LEATHER JACKETS IN OLIVE,OLIVE,990.2XL,9201173182370,630.33,59,59.0,91.0,44.0,18.0,5.0,3.0,16.0,16.0,11.0,11.0,9.0,17.0,14.0,20.0,10.0,2.0,13.0,5,359,359,226288.47,best_sellers,660,Top 10% performers - High demand items
50-58-60,BRENNA,679405,SP25,BRENNA - WOMEN'S COATS IN EGGPLANT,EGGPLANT,730.XL,4883687020460,591.25,93,93.0,28.0,24.0,37.0,21.0,30.0,15.0,12.0,6.0,21.0,5.0,11.0,22.0,21.0,12.0,23.0,1.0,1,382,382,225857.5,best_sellers,616,Top 10% performers - High demand items
25-47-81,AERYN,486619,KI00,AERYN - WOMEN'S LEATHER JACKETS IN MINK,MINK,730.NS,8369153288073,648.5,59,59.0,37.0,29.0,34.0,23.0,43.0,24.0,10.0,7.0,21.0,9.0,9.0,3.0,11.0,1.0,7.0,18.0,0,345,345,223732.5,best_sellers,660,Top 10% performers - High demand items
48-34-64,ALYSON,595629,SP25,ALYSON - WOMEN'S LEATHER JACKETS IN BRITISH TAN,BRITISH TAN,847.NS,6186189466877,483.91,87,87.0,100.0,35.0,49.0,44.0,17.0,9.0,5.0,11.0,13.0,1.0,23.0,11.0,25.0,17.0,2.0,13.0,5,462,462,223566.42,best_sellers,660,Top 10% performers - High demand items
37-77-67,ALYSON,222538,FA25,ALYSON - WOMEN'S LEATHER JACKETS IN BLACK,BLACK,549.2XS,6043690192536,550.64,40,40.0,88.0,17.0,28.0,47.0,19.0,5.0,18.0,23.0,11.0,21.0,21.0,9.0,17.0,8.0,21.0,11.0,5,404,404,222458.56,best_sellers,660,Top 10% performers - High demand items
31-77-50,ANNIKA,514939,KI00,ANNIKA - WOMEN'S COATS IN DARK TAUPE,DARK TAUPE,549.2XS,6599207438991,534.5,88,88.0,49.0,19.0,48.0,36.0,42.0,1.0,5.0,14.0,1.0,14.0,15.0,15.0,9.0,16.0,19.0,25.0,2,416,416,222352.0,best_sellers,616,Top 10% performers - High demand items
38-22-92,MONACO,643249,SP24,MONACO - WOMEN'S LEATHER JACKETS IN MINK,MINK,549.M,8694467653608,740.34,11,11.0,86.0,38.0,41.0,17.0,3.0,10.0,7.0,4.0,9.0,20.0,4.0,6.0,10.0,14.0,10.0,10.0,1,300,300,222102.0,best_sellers,660,Top 10% performers - High demand items
61-65-27,MONACO,111134,FA26,MONACO - WOMEN'S LEATHER JACKETS IN ELEMENTAL BLUE,ELEMENTAL BLUE,730.XL,3231850433903,535.65,82,82.0,40.0,37.0,27.0,42.0,18.0,20.0,16.0,11.0,15.0,4.0,25.0,14.0,19.0,5.0,14.0,25.0,4,414,414,221759.09999999998,best_sellers,660,Top 10% performers - High demand items
15-90-87,AZARIA,777752,ALL SEASON,AZARIA - WOMEN'S COATS IN TAUPE,TAUPE,730.L,3607654294190,598.74,96,96.0,47.0,34.0,1.0,46.0,16.0,13.0,16.0,14.0,23.0,3.0,9.0,7.0,6.0,11.0,4.0,24.0,1,370,370,221533.80000000002,best_sellers,616,Top 10% performers - High demand items
86-60-85,AGGIE,533905,SP24,AGGIE - WOMEN'S COATS IN LIGHT GREY,LIGHT GREY,660.NS,8231095494773,542.67,54,54.0,68.0,44.0,18.0,31.0,30.0,16.0,23.0,25.0,8.0,14.0,21.0,5.0,10.0,0.0,21.0,20.0,2,408,408,221409.36,best_sellers,616,Top 10% performers - High demand items
